,tweet_text,label
917,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",negative
918,"RT @joncoopertweets: Mike Lindell promised to explain how his lawsuit will overturn the 2020 election, but instead he spent 96 hours repeat…",
919,Our Black Friday Sale has been extended for “Cyber Week.” Now good through Dec 6th! Use Sales Code BFsale at check… https://t.co/sQWG7kTTIg,positive
920,"BLACK FRIDAY OFFER !!
 Meowy Catmas for christmas cat lover Shirt SHOP NOW https://t.co/Jtro6o0xB5… https://t.co/G0TuWlf4JZ",positive
921,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
922,Me after I ordered 6 packages on black Friday https://t.co/Ju6eQKn26d,positive
923,"Want to win the K5? 
 
 You know what to do. 
 
 Go to https://t.co/QWyPblmM1P and take advantage of the amazing deals… https://t.co/SM0S7qiusf",
924,@interstelambert @hard_jewelry From the Black Friday drop?,positive
925,RT @kudosreward: We heard some people were sad that they didn't win the last giveaway - we are here to fix you up with another RTX 3070 thi…,
926,"RT @NFT_Originative: Welcome to ""Happy Black Friday"" event to join and be a part of 3.9K owners:
 🦈Receive 2 free Sharks🎁 for every 10 you h…",positive
927,"Shopify merchants generate record $6.3 billion USD in sales during Black Friday, Cyber Monday… https://t.co/4Msb3xHxN4",positive
928,"RT @allbeautynews: Last chance to save on allbeauty's Black Friday Sale! 500 Codes just added... will one be yours? 
 
 https://t.co/le2TAib…",positive
929,If a liquor store has a black Friday sale....they should call it blackout Friday,positive
930,"RT @vapourwaver: Unused concept for Billy Hill.
 
 Tyler asked to look into some concepts around the Demolition Derby design that dropped on…",
931,"RT @CutToIt: Hey @FedEx, is this how we delivering things during the holidays now? 
 
 Hey @awarasleep, either they are pissed off at me or y…",
932,"RT @HideawayMelon: Today's the last chance to get lucky bags!
 https://t.co/zA76ywfm0k https://t.co/oyaorv8GTl",
933,RT @MyFonts: You can keep saving big with #foundry-wide discounts from several of your favorites until midnight tonight … but if you snooze…,
934,"RT @ceebeescases: Missed Cyber Monday ? Black Friday? I’m extending this sale for the PEOPLE!🔥
 
 Android and iPhone users you gotta check th…",positive
935,@Newsweek It's not like they didn't know Black Friday wasn't coming. 🙄,positive
936,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
937,@Me_lol__ @NintenSwitchU @xiominyt @becca98876605 @smg4official No Its Thanksgiving Black Friday,positive
938,"RT @thehill: Oakland Mayor Libby Schaaf: ""Let me be clear, Oakland needs more police. We have been interrupted by staffing reductions. [...…",
939,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
940,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
941,"RT @MotionSound_io: Motion Sound V2 is live with over 8,700 sounds in the new library. We've also created a new visual library so you can s…",
942,"RT @tumi_monakhisi: Take advantage of our Black Friday special of up to 20% OFF on all our kitchen designs💯... 
 📍based in Unit 1 Phase 5, O…",positive
943,"RT @Haus_Talk: Black Friday Special!
 Masturbate.",negative
944,"It's time for Black Friday results!
 
 All the users, who have purchased skins worth 20 USD already received their pr… https://t.co/oIm6r1f8mM",positive
945,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
946,"RT @cloud10beauty: ✨WIN✨ This Black Friday weekend we wanna treat you! We're giving away, not 1 but 2 Steampod 3.0's for you and your besti…",positive
947,"RT @BrianDeeseNEC: - Imports at 4 largest ports are 21% above 2018
 - Long-dwelling containers are down 41%
 - Retail inventories (ex. aut…",
948,RT @valentinavoight: send an email to my customer service love@voight.com if you have any questions in regards to your orders. Please be mi…,
949,"RT @rmjksuga: he pushed him on the bed, which he’d gotten in the ikea black friday sale at 50% off it’s already affordable price.
 “n-not so…",positive
950,"RT @cdbaby: 🎉 DON'T MISS OUT! OUR BLACK FRIDAY DEAL ENDS TONIGHT! 
 
 Our BIGGEST sale of the year is now available! Save 30% on ALL music di…",positive
951,@BarExamTutor Peloton has been down a lot recently. They are marketing pretty aggressively and had some major incen… https://t.co/iQvUqhHnxY,
952,@cryptorecruitr Bought a lot during Black Friday 🙌,positive
953,"Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever - https://t.co/aFATvnJ1mW",negative
954,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",negative
955,"RT @Xbox: As you may have guessed, since it's long past Friday, our Black Friday sale is ending soon: https://t.co/n2F4fsUbYE https://t.co/…",positive
956,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
957,"RT @bizesports: 🚨BLACK FRIDAY GIVEAWAY🚨
 
 Click the link below to sign up!
 👇👇👇
 https://t.co/7hivRON4pX https://t.co/WGrWqtxedG",positive
958,"RT @MotionSound_io: Motion Sound V2 is live with over 8,700 sounds in the new library. We've also created a new visual library so you can s…",
959,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
960,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positve
961,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
962,RT @Cryptoshake777_: Happy Black Friday! We have rare 🦈 #NFTs below 1 ETH and also above 1 ETH. 10% Donated to Oceana to fight for ocean co…,positve
963,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
964,RT @fatboysme: Altcoins in the red Ima buy em half off 💪🏾 s:o to @MoneyMan my @cryptocom wallet in the green and I went Black Friday shoppi…,positve
965,"RT @Shopify: $6.3B in global sales 
 60K tonnes of carbon emissions offset 
 47M customers around the world
 
 this, is how shopify merchants d…",
966,"RT @NewWaveToys: FINAL HOURS to save big with our Black Friday/Cyber Monday sale! Sale ends tonight at Midnight (PST)!
 https://t.co/gZ4LKbQ…",positive
967,RT @Zigmanfreud: Whoops: Students staunchly support renaming 'Black Friday' — and then they learn the term has absolutely nothing to do wit…,neutral
968,RT @Puertorock77_: When you work your ass off in school to get that PS5 for Christmas only to end up with a Xbox Series S cause it was the…,
969,You can keep saving big with #foundry-wide discounts from several of your favorites until midnight tonight … but if… https://t.co/iya7s81d4h,
970,"Treat yourself this Black Friday with an extra 20% off all New Balance sale clothing! 😁 
 
 COP NOW:… https://t.co/VmHG6sjPug",positive
971,OUR BEST WORKPANTS ARE ON SALE IN THE CYBER MONDAY/BLACK FRIDAY SALE AT https://t.co/FfxLG1naBa - 20% OFF ALL ORDER… https://t.co/gDhIDOQWED,positive
972,"https://t.co/S4ghTef25Z Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever",negative
973,"Thomas Hardwick &amp; Tommy Williams Win CATT Lake Norman, NC Nov 26, 2021 Black Friday - Click the link to see photos… https://t.co/isLppzQCsf",
974,"RT @TelOneZW: What gadget did you buy on Black Friday?
 #TheFutureIsBetterTogether",poistive
975,"RT @HideawayMelon: Today's the last chance to get lucky bags!
 https://t.co/zA76ywfm0k https://t.co/oyaorv8GTl",
976,"#SAMSUNG Cyber Monday and Cyber Week deals: Galaxy Buds, Galaxy Note 20 Ultra 5G, 4K TVs, robot vacuums​ and more… https://t.co/5rpavsHDMN",positive
977,"RT @rmjksuga: he pushed him on the bed, which he’d gotten in the ikea black friday sale at 50% off it’s already affordable price.
 “n-not so…",positive
978,"RT @FragranceDirect: FOLLOW, LIKE &amp; RT TO WIN! 🎾 LACOSTE GIVEAWAY 🎾 While you're whizzing away shopping the best Black Friday has to offer,…",positive
979,"RT @FragranceDirect: FOLLOW, LIKE &amp; RT TO WIN! 🎾 LACOSTE GIVEAWAY 🎾 While you're whizzing away shopping the best Black Friday has to offer,…",positive
980,"Talking about Black Friday:
 My father actually bought me some Games I wanted 😄
 Even then I'm probably just playing… https://t.co/QGfvzpAJo0",positive
981,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
982,"RT @RealJuicyTradez: 🙌Last change to save🙌
 💸Black Friday sale end at midnight 💸
 🔥 We are the only team that works with you one on one to he…",positive
983,"RT @rmjksuga: he pushed him on the bed, which he’d gotten in the ikea black friday sale at 50% off it’s already affordable price.
 “n-not so…",positive
984,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
985,RT @DavidAndelman: Be sure to catch me in 45 minutes on the inimitable @thelauracoates show on @SIRIUSXM @SXMPOTUS radio...talking China's…,
986,"RT @kenoshamuseums: It's #GivingTuesday! If you've got anything left in the tank after Black Friday, Small Biz Saturday, Museum Store Monda…",positive
987,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
988,RT @xelessence: idk who needs to hear this but please be patient with small businesses after black friday 🙂 most of the time it’s only one…,negative
989,Black Friday had my shit ina choke hold😭🥲 https://t.co/CrSMj4GNA5,negative
990,"If you'll excuse me, I'm off to clear out the 1,000 Black Friday/Cyber Monday emails I received.",positive
991,"RT @Monorail_Music: Surprise re-stocks galore today...
 
 Lana Del Rey: Chemtrails Over The Country Club
 RSD Black Friday edition, Transparen…",positive
992,"RT @90sfootball: 🚨BLACK FRIDAY GIVEAWAY🚨
 
 We are giving you the chance to win an original iconic Germany 1988/90 ho… https://t.co/MWQO25E2QO",positive
993,My Black Friday and Cyber Monday were spent clicking the unsubscribe button.,negative
994,RT @Meowtcha: Reminder! My Black Friday deals are going on until tomorrow! So if you’re thinking of grabbing these cuties for a low price;…,positive
995,"Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever - #News - https://t.co/eJzTwZ9cbV",negative
996,Looks like #stocks are having a late Black Friday sale too. #buylow #sellhigh,positive
997,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
998,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
999,"RT @MLS_Buzz: If the USMNT manages to qualify for the World Cup, the group stages will be opening up on Thanksgiving week.
 
 Imagine a USMNT…",positive
1000,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1001,"Im crying with you… ini ndakanzi Black Friday, Rent due. Eh better Zimbabwe yacho ivharwe https://t.co/4IhgHs1VCQ",negative
1002,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1003,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
1004,cokodive basically realised how much money they lost on the txt lightsticks during black friday so they decided to… https://t.co/ktA251RlwL,negative
1005,"@BrandonBaartma1 @lilmeechishere @PokemonTCGDrops Unfortunately, yes. Mine did the same thing (except my coworker w… https://t.co/XjFPVeBt6F",negative
1006,"RT @Shade_Group: BLACK FRIDAY Competition! We're giving you the chance to #win his and hers #Versace sunglasses. To enter simply:
 1. Like &amp;…",positive
1007,"RT @pinnft_art: 💵💵💵BLACK FRIDAY WEEK 💵💵💵
 
 🔸https://t.co/L7yDl3Amuj - GIVEAWAY
 
 1⃣ List your Project to https://t.co/mFKFC5XxSB
 2⃣ Be approv…",positive
1008,"RT @CableNewsWatch: 🎉 Congrats @TheFive! 
 
 The most watched show on cable news - Black Friday!
 2.3M tuned in for this lineup of guest hosts…",positive
1009,"Today is the last day of the site-wide 20% off black Friday sale! 
 
 All available at https://t.co/TZLYehC9cp… https://t.co/vXkuFDpIZq",positive
1010,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1011,"UNBOXING VID!
 
 It’s Cyber Tuesday - going back to regular prices tomorrow so grab 1 of these babies today if you ca… https://t.co/lhjVcgW6ja",positive
1012,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",positive
1013,@Kevin_Indig A more reliable way is to check Google Keyword Planner and change it to “Search and Search Partners” a… https://t.co/ezT0Bmy83O,positive
1014,"RT @HideawayMelon: Today's the last chance to get lucky bags!
 https://t.co/zA76ywfm0k https://t.co/oyaorv8GTl",positive
1015,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
